concept_name,concept_synonym
HI-TORQUE BMW GUIDE WIRE,하이 토크 BMW 가이드 와이어
KISPLANT ANGLED ABUTMENT,KISPLANT 앵글 어버트먼트
MASKS(AEROSOL),마스크(에어로졸)
VEGA HOOD,베가 후드
LNK POSTERIOR CERVICAL SCREW ROD,LNK 후방 경추 나사봉
LAPORT,보고서
PROTEGO DF-1 S/SD,프로테고 DF-1 S/SD
THERASORB ALGI PLUS ADHESIVE,THERASORB ALGI PLUS 접착제
OCEAN WATER SEAL CHEST DRAIN,오션 워터 씰 흉부 배수구
STOPPER WIRE,스토퍼 와이어
MINI Y PLATE,미니와 플레이트
VARIAX BONE SCREW,VARIAX 뼈 나사
TRADITIONAL COMPRESSION SLEEVES,기존 압축 슬리브
ENSITE CATHETER,엔사이트 카테터
MO.MA ULTRA  MONO PROXIMAL CEREBRAL PROTECTION DEVICE,MO.MA 울트라 모노 근위 뇌 보호 장치
ARISTENT ESOPHAGUS NC,아리스틴 식도 NC
GREEN HUBER INFUSION SET,그린후버 인퓨전 세트
SIM LOCKING PLATE SCREW,SIM 잠금 플레이트 나사
LEGION OXINIUM FEMORAL COMPONENT,LEGION OXINIUM 대퇴부 구성품
LUMINUS FLEX MOBILE TIBIAL COMPONENT,LUMINUS FLEX 이동식 경골 구성요소
CATHETER FIXATION,카테터 고정
PARIETEX PRESHAPED MESH,PARIETEX 사전 성형 메시
NEO DERMAL ACTIVATOR,네오 더말 액티베이터
GY-DRG TROCAR(BLADE TYPE),GY-DRG 트로카(블레이드형)
ZENITH FLEX AAA ILIAC LEG GRAFT,ZENITH FLEX AAA 장골 다리 이식편
TROPIAN DISPOSABLE ELECTRODE,트로피안 일회용 전극
INSTINCT JAVA ILIAC SCREW,본능적 자바 장골 나사
VECTRA-T,VECTRA-T
VENOPLUS ANTI EMBOLISM STOCKING,VENOPLUS 항색전증 스타킹
PSP(PERCUTANEOUS SPINE PLASTY),PSP(경피척추성형술)
TRIGEN RECONSTRUCTION NAIL SET,트라이젠 리컨스트럭션 네일 세트
SOLID ABUTMENT[ARROW],솔리드 어버트먼트[화살표]
MEMOKATH,메모카스
MICROTAINER BRAND QUIKHEEL LANCETS,마이크로테이너 브랜드 QUIKHEEL 랜싯
ALTERNA PLATES,알터나 플레이트
MICRO SCREW/MID SCREW,마이크로 스크류/중간 스크류
MUTARS HUMERUS EXTENSION PIECE,MUTARS 상완골 확장 피스
Z-PLANT,Z-플랜트
ACECHEMO P,아세체모 P
HEPASPHERE,헤파스피어
SEMI-AUTOMATIC BIOPSY GUN,반자동 생검 총
WUNDRES DRESSING,분드레스 드레싱
TAPERGUARD EVAC TUBE,테이퍼가드 EVAC 튜브
ORTHOPEDIC OSTEON COLLAGEN STICK,정형외과용 오스테온 콜라겐 스틱
DUET 2,듀엣 2
LOSPA IS SPINAL SYSTEM ROD (STERILE),LOSPA는 척추 시스템 막대입니다(멸균)
ALLOTENDON (ACHILLES TENDON),아킬레스건(아킬레스건)
LOSPA IS SPINAL SYSTEM SCREW SET,LOSPA는 척추 시스템 나사 세트입니다
PREVENA INCISION MANAGEMENT SYSTEM,PREVENA 절개 관리 시스템
RP360 FLEXIBLE NEEDLE,RP360 유연한 바늘
MESH_MS82,MESH_MS82
APIS ORTHOGNATIC MICRO SCREW,APIS 직각 마이크로 스크류
EXTRACORPOREAL CUSTOM TUBING PACK,체외 맞춤형 튜브 팩
OSG-DUALPOR COLLAGEN BLOCK 20/201,OSG-DUALPOR 콜라겐 블록 20/201
LNK MIS SYSTEM ROD,LNK MIS 시스템 로드
CONDYLAR PLATE,콘디라 플레이트
(MULTIFIX) NAIL SYSTEM - FEMORAL TYPE,(다중) 네일 시스템 - 대퇴부 유형
CONCORDE,콩코드
YELLOW SHEATH,노란색 칼집
IS-Ⅲ HACTIVE FIXTURE,IS-III HACTIVE 고정물
3D HTO CORTICAL SCREW,3D HTO 피질 나사
MULTI-FIX ETIPC FOOT CUFF,멀티픽스 ETIPC 풋 커프
ENDOTRACHEAL TUBE CLEAR PROFILE CUFFED,기관내 튜브 투명 프로필 커프
G-PROBE,G-프로브
FILTER 2,필터 2
DEVAC ET TUBE(STANDARD/CUFF/PREFORMED ORAL),DEVAC ET 튜브(표준/커프/Preformed Oral)
LOW PROFILE X-PLATE,로우 프로파일 X-플레이트
HEADLESS SCREW,머리 없는 나사
"4CIS 3.5MM CORTICAL SCREW, SELF TAPPING","4CIS 3.5MM 코르티컬 나사, 셀프 태핑"
ALLOTENDON(GLUTEUS MEDIUS TENDON),알로텐줄(중둔근 힘줄)
ZERO INT SOLID,제로 INT 솔리드
SURGIFIX,SURGIFIX
TRU WIRE,트루와이어
"NK II PRIMARY, PERSONA PS TIBIAL INSERT","NK II 기본, 페르소나 PS 경골 삽입"
LOW PROFILE ANATOMICAL PLATE II,로우 프로파일 해부 플레이트 II
AMPLATZER PFO OCCULDER,AMPLATZER PFO OCCULDER
TRUEPASS DISPOSABLE NEEDLE,TRUEPASS 일회용 바늘
VYAIRE GAS SAMPLING LINE,VYAIRE 가스 샘플링 라인
LUMINUS FLEX MOBILE BEARING COMPONENT,LUMINUS FLEX 이동식 베어링 부품
SMALL LOCKING T-PLATE (RIGHT ANGLE 2HEAD/3 HEAD),소형 잠금 T-플레이트(직각 2HEAD/3HEAD)
TARGET DETACHABLE COILS,대상 분리형 코일
SOILD ABUTMENT,토양 교대
4CIS WASHER,4CIS 와셔
TYCHE CROSS CONNECTOR,타이키 크로스 커넥터
LOCKING PIGTAIL SUNG WON DRAINAGE CATHETER,잠금 피그테일 성원 배액 카테터
T BUTTRESS PLATE,T 버트레스 플레이트
SMART CONTROL NITINOL STENT,스마트 컨트롤 니티놀 스텐트
LITHOTOMY BASKET STAINLESS STEEL,쇄석술 바구니 스테인레스 스틸
VERSYS ZIRCONIA FEMORAL HEAD,VERSYS 지르코니아 대퇴골두
GEMS-CLIP PLUS,젬스클립 플러스
HUMAN BRONCHO CATHETER,인간 기관지 카테터
P PLATE,P 플레이트
ENDURENT ABDOMINAL STENT GRAFT SYSTEM - BIFURCATED BODY,지속성 복부 스텐트 이식 시스템 - 분기형 몸체
TM ARDIS,TM 아르디스
ONEQ (INT)-SLA,ONEQ(INT)-SLA
SCULPTOR CALCANEAL LOCKING PLATE,조각가 종골 잠금 플레이트
MULTILOC HUMERAL NAIL SET,멀티락 상완 네일 세트
BLUE PECKER,블루 페커
"XM-CLJMP BEARING INSERT(PS TYPE,CR TYPE)","XM-CLJMP 베어링 인서트(PS 유형, CR 유형)"
XPEED EZ PLUS INTERNAL FIXTURE [EZ],XPEED EZ PLUS 내부 고정 장치 [아니요]
ZEPHIR ANTERIOR CERVICAL PLATE SET,ZEPHIR 전방 경추 플레이트 세트
CAVEX68 PELLETS,CAVEX68 펠렛
PELNAC,펠낙
TM RIGID ABUTMENT,TM 리지드 어버트먼트
PREWIRED NEONATAL ECG ELECTRODES,미리 배선된 신생아 ECG 전극
OPT 125 Y-ADAPTER,OPT 125 Y-어댑터
EMBOCUBE,엠보큐브
SABER PTA DILATION CATHETER,SABRE PTA 확장 카테터
TITANIUM PORT & GROSHONG CATHETER,티타늄 포트 및 그로송 카테터
OSG-DUALPOR COLLAGEN CYLINDER 14,OSG-DUALPOR 콜라겐 실린더 14
DELTA XTEND REVERSE SHOULDER SYSTEM LINER,DELTA XTEND 리버스 숄더 시스템 라이너
FILAPRON,필라프론
LOSPA IS ACP(STERILE),LOSPA는 ACP입니다(멸균)
ANYRIDGE INTERNAL FIXTURE [AR],애니리지 내부 고정 장치 [AR]
PLEUR-EVAC CHEST DRAINAGE SYSTEM,PLEUR-EVAC 흉부 배수 시스템
MULTIPLE EXTERNAL FIXATOR (L-S / L-L TYPE),다중 외부 고정 장치(LS/LL 유형)
ZERO EXT ANGLED,제로 외부 각도
ACM SYSTEM,ACM 시스템
VASCULAR HEMASHIELD MICROVEL BIFURCATION,혈관 헤마쉴드 마이크로벨 분기
ZEOCLIP DEVICE,제오클립 장치
PC17,PC17
BIO-ONE STEP 530 NW,바이오원 STEP 530 NW
TAPERFLO WITH CENTRAL SUPPORT,중앙 지지대가 있는 TAPERFLO
MAX-T CATHETER,MAX-T 카테터
EXCOR VAD PUMP,EXCOR 왓 펌프
TRAUMA PLATE SYSTEM - DISTAL RADIUS PLATE,외상 플레이트 시스템 - 원위 반경 플레이트
M-FUSION FILTER (1.2㎛),M-FUSION FILTER (1.2㎛)
GRYPHON BR ANCHOR,그리폰 BR 앵커
METACARPAL BONE,중수골
ALPS ANATOMIC FIBULA LOCKING PLATE,ALPS 해부학적 비골 잠금 플레이트
PROXIMAL FEMUR W/ HEAD,머리가 있는 근위 대퇴골
DURATA OPTIM,최적의 기간
PERFIX MIS ROD,PERFIX MIS 로드
HERNIAMESH,헤르니아메시
KISPLANT SOLID ABUTMENT,KISPLANT 솔리드 어버트먼트
ARCOM PATELLAR 3(1)-PEG,ARCOM 파텔라 3(1)-PEG
SHOULDER ABUT. BRIDGE(INT.),어깨 맞대기. 브릿지(INT.)
MULTIFIT TOTAL HIP SYSTEM (ALF),멀티핏 토탈 힙 시스템(ALF)
THOMAS TUBE HOLDER,토마스 튜브 홀더
LUMINEXX3 VASCULAR STENT,LUMINEXX3 혈관 스텐트
DISTAL RADIUS CORTICAL SCREW,원위 반경 피질 나사
CLASSIC PIN ABUTMENT ANGLED POST,클래식 핀 어버트먼트 각진 포스트
M-FUSION FILTER (0.2㎛),M-FUSION FILTER (0.2㎛)
ZERO INT. WIDE FIXTURE,제로 INT. 와이드 픽스처
LIBRA KIT T2,천칭자리 키트 T2
TIBIALIS TENDON-ANTERIOR,경골 힘줄-전방
CHEST DRAINAGE SYSTEM,가슴 배수 시스템
PROCLAIM ELITE,엘리트 선언
BIOMEND & BIOMEND EXTEND,바이오멘드 및 바이오멘드 확장
PEAK CERVICAL CAGE,피크 경추 케이지
OPINIO PLIF CAGE,의견 더보기 케이지
ACS PS FEMORAL COMPONENT CEMENTED WITH TIN,주석으로 접합된 ACS PS 대퇴부 구성요소
OPTCLA TROCAR(BLADE TYPE),OPTCLA 트로카(블레이드형)
FIXPINE Ⅱ ROD,픽스파인 Ⅱ 로드
HUMMER WASHER,험머 와셔
VASCULAR GRAFT INTERGARD AORTIC ARCH,혈관 이식편 인터가드 대동맥궁
MANDIBULAR RECONSTRUCTION BONE SCREW,하악 재건 뼈 나사
OHTO BIOWEDGE 10,오토 바이오웨지 10
"HANKILTECH, MINI STRAIGHT PLATE 2.0","한일테크, 미니 스트레이트 플레이트 2.0"
DEVAC ET TUBE(STANDARD/ CUFF/PREFORMED NASAL),DEVAC ET 튜브(표준/커프/Preformed Nasal)
CENTLOC(ACCULOC) FEMORAL COMPONENT,CENTLOC(ACCULOC) 대퇴골 구성요소
ISOFLEX OPTIM MRI,ISOFLEX OPTIM MRI
ENDOTRACHEAL TUBES CUFF,기관내 튜브 커프
TFN-ADVANCED PROXIMAL FEMORAL NAILING SYSTEM-BLADE TYPE,TFN-Advanced 근위 대퇴부 네일링 시스템-블레이드 유형
ULTRAHIGHSPEED 8000CPM VITRECTOME(8267.VIT20/8267.VIT23/8267.VIT25/8267.VIT27),초고속 8000CPM VITRECTOME(8267.VIT20/8267.VIT23/8267.VIT25/8267.VIT27)
TIBIAL REPLACEMENT,경골 교체
STONE EXTRACTOR,석재 추출기
ADJUSTABLE RETRACTOR CANNULA,조정 가능한 견인기 캐뉼라
RETRIEVAL FORCEPS,회수용 힘
ACTIVA COMPRESSION STOCKINGS,ACTIVA 압축 스타킹
MUTARS RS COUPLING DEVICE WITH SILVER COATING,실버 코팅된 MUTARS RS 커플링 장치
PERCLOT,퍼클로
MEDUSSA -PL,메두사 -PL
MICRO PLATE QUARD/MID PLATE SQUARE,마이크로 플레이트 쿼드/미드 플레이트 스퀘어
CRYOPRESERVED ALLOGRAFT SKIN,냉동보존 동종이식 피부
DEXTRUS ACCESS PORT,오른쪽 액세스 포트
NEMOA SPLINT G,네모아 스플린트 G
MUTARS EXTENSION PIECE WITH SILVER COATING,실버 코팅된 MUTARS 확장 피스
NIM FLEX EMG ENDOTRACHEAL TUBE,NIM FLEX EMG 기관내 튜브
CONFIRM,확인하다
MOGUN-CLIP,모건클립
MITEK MICRO ANCHOR,MITEK 마이크로 앵커
VARIAX ANATOMICAL LOCKING DISTAL RADIUS PLATE,VARIAX 해부학적 잠금 원위 반경 플레이트
SHIM'S TECHNIQUE VALVE,심의 기술 밸브
VOLAR PLATE,볼라 플레이트
PERFIX MIS SYSTEM,PERFIX MIS 시스템
PHIL CAGE,필 케이지
VERSYS CRC MODULAR BUILD UP BLOCK,VERSYS CRC 모듈러 빌드업 블록
ALLOGRAFT WHOLE HUMERUS WITH ROTATOR CUFF,회전근개를 이용한 전체 상완골 동종이식
PATIENT MAGNET,환자 자석
MICRO SCREW,마이크로 스크류
DOUJET 60G,두젯 60G
SIGHTRAIL DILATOR SHEATH,시야 레일 확장기 덮개
MICRO WIRE GUIDE,마이크로 와이어 가이드
LEGION HF XLPE INSERT,LEGION HF XLPE 인서트
LOW PROFILE MINI PLATE,로우 프로파일 미니 플레이트
"NEXGEN STEM EXTENSION (STRAIGHT,OFFSET,SHARP FLUTED, EXTRA LONG STRAIGHT,CURVED TAPERED)","NEXGEN 스템 익스텐션(스트레이트, 오프셋, 샤프 홈, 엑스트라 롱 스트레이트, 커브드 테이퍼드)"
SCHULLER PERCUTANEOUS NEPHROSTOMY DRAINAGE CATHETER,SCHULLER 경피 신장 절제술 배액 카테터
UNIVERSAL MANDIBLE RECON PLATE(FULL),범용 하악 정찰판(전체)
SOLYX SIS SYSTEM,SOLYX SIS 시스템
THAL-QUICK ABSCESS DRAINAGE CATHETER,THAL-QUICK 농양 배액 카테터
CAPO NEEDLE,카포 바늘
ARTERIAL CANNULA,동맥 캐뉼라
PROTEUS TRACKING RF ELECTRODE,프로테우스 추적 RF 전극
URETERAL STENT SET,요관 스텐트 세트
APIS SLEEVE,APIS 슬리브
MED-VAC,MED-VAC
MPC 0.2 FILTER SET,MPC 0.2 필터 세트
IVA ACIF PEEK CAGE,IVA ACIF 픽 케이지
EVD CATHETER,EVD 카테터
ELP,ELP
ADMIRAL XTREME PTA BALLOON CATHETER,ADMIRAL XTREME PTA 풍선 카테터
CRANIO-MAXILLOFACIAL SCREW,두개악안면나사
WEB EXTRACTION BASKET,웹 추출 바구니
MINI MANDIBULAR ANGLE PLATE,미니 하악 앵글 플레이트
DOUBLE OSS,더블 OSS
RESORB X PLATE,RESORB X 플레이트
LOSPA IS DLIF CAGE,LOSPA는 DLIF 케이지입니다.
DYNAMESH-PRS VISIBLE,DYNAMESH-PRS 표시
INSULATED SAPPHIRE TIP WITH TRIANGLE,삼각형이 있는 절연 사파이어 팁
VAPOTHERM PF BREATHING CIRCUIT,VAPOTHERM PF 호흡 회로
MAGIC ABUTMENT,매직 어버트먼트
AK-L-II LINER,AK-L-II 라이너
FLOWTRON ACS 800 GARMENT,FLOWTRON ACS 800 의류
MICRO AUTO-DRIVE SCREW,마이크로 자동 구동 나사
ESTEEM PLUS POUCH CONVEX,에스팀 플러스 파우치 볼록스
LATITUD HIP REPLACEMENT SYSTEM BONE SCREW,위도 고관절 교체 시스템 뼈 나사
A4 STERILE URINE BAGS,A4 멸균 소변 봉투
HINTERMANN SERIES REVISION FLAT CUT (TIBIAL IMPLANT),HINTERMANN 시리즈 개정판 플랫 컷(경골 임플란트)
NEW IMAGE UROSTOMY POUCH,새로운 이미지 요루 주머니
LCP CONDYLAR PLATE,LCP 콘디라 플레이트
M/DN INTRAMEDULLARY HUMERAL NAIL SET,M/DN 골수내 상완골 세트
UPJ OCCLUSION BALLOON CATHETER,UPJ 폐색 풍선 카테터
WALLSTENT ENDOPROSTHESIS WITH UNISTEP PLUS,UNISTEP PLUS를 사용한 월스텐트 관내인공삽입술
EXXCEL VASCULAR GRAFT,EXXCEL 혈관이식편
MIXIGUN SYSTEM,믹시건 시스템
SA,~에
GENOSS PTA BALLOON CATHETER,GENOSS PTA 풍선 카테터
ASKINA CALGITROL AG,아스키나 칼기트롤 AG
VACPEN,바펜
3M SCOTCHCAST POLY PLUS,3M 스카치캐스트 폴리 플러스
NEXENT COLON STENT,넥센트 콜론 스텐트
ENDOTRACHEAL TUBE MOUTH FIXER,기관내관 마우스 픽서
CAPSURE EPI LEAD,캡슐 에피 리드
TWINLOOP ANCHOR,트윈루프 앵커
SYNMESH ROUND MESH,싱크메시 라운드 메쉬
MARATHON CROSS-LINKED POLYETHYLENE LINER,마라톤 가교 폴리에틸렌 라이너
RADIUS SHAFT,반경 샤프트
MUSE PLIF PEEK CAGE,뮤즈 플리프 픽 케이지
BURN COOL SPRAY,쿨 스프레이를 태워보세요
DISTAL RADIUS PLATE,원위 반경 플레이트
EZ CLIP,이것은 클립입니다
GRASPING FORCEPS WITH NET,그물로 힘을 쥐기
SIMPLELINE II ABUTMENT( DUAL ABUTMENT ),SIMPLELINE II Abutment( 듀얼 어버트먼트 )
KL NOSTRIL RETAINER,KL 콧구멍 리테이너
PARASOL PUNCTAL OCCLUDER,파라솔 누점 폐쇄 장치
HYALOMATRIX PA,히알로매트릭스 PA
SOLUSTAPLE,셀 스테이플
AQUA KIT T2,아쿠아 키트 T2
PROPORT,재산
SPLINTROLLBURNABLE(TWO),스플린트롤버너블(2개)
CHIRULEN LINER,치루렌 라이너
MEDICS NEEDLE,의료진 바늘
DI GUIDING CATHETER,카테터를 유도하여
ACE VAC,에이스백
"DOUBLE COMPRESSION ANATOMICAL
LOCKING PLATE",이중 압축 해부학적 잠금 플레이트
MULTIFILTRATE PRO KIT HDF 600,다중 여과 프로 키트 HDF 600
AFX2 BIFURCATED ENDOGRAFT SYSTEM,AFX2 두 갈래 내부 이식 시스템
FRABONE I,프라보네 I
TRANSCUT TCLS,TCLS 전송
REFLECTION 3 ACETABULAR SHELL,반사 3 비구 껍질
FISHER&PAYKEL AIRVO BREATHING CIRCUIT,FISHER&amp;PAYKEL AIRVO 호흡 회로
MACH 1 GUIDING CATHETER,MACH 1 가이드 카테터
VARIFORM MEDICAL COMPRESSION STOCKING,다양한 의료용 압축 스타킹
ACCENT DR MRI,악센트 DR MRI
SAFE WOUND RETRACTOR,안전한 상처 견인기
TIBIA NAIL SYSTEM,경골 네일 시스템
BRACHIAL VESSEL,상완 혈관
FIXED CURVE ELECTROPHYSIOLOGY CATHETER,고정 곡선 전기 생리학 카테터
G FINE I.V. INFUSION,G FINE IV 주입
VOLANTE MICROCATHETER,마이크로카테터 핸드휠
FLOW DIRECTING PACING CATHETER,흐름 유도 페이징 카테터
VISU-LOC SPRING CLIP,VISU-LOC 스프링 클립
STERLING SL PTA BALLOON DILATATION CATHETER,STERLING SL PTA 풍선 확장 카테터
MILAGRO SCREW,기적의 나사
CONGRUENT DISTAL HUMERUS PLATE,합동 원위 상완골판
AUTOTRANSDUCER,자동 변환기
"HANKILTECH, SMALL PLATE 3.5","한일테크, 소형접시 3.5"
HEMAGARD KNITTED STRAIGHT,헤마가드 니트 스트레이트
GUARDIAN-KIT,가디언 키트
MCX,MCX
SEMI-AUTOMATIC GUN BIOPSY NEEDLE,반자동 총 생검 바늘
ICP PROBE 3XL,ICP 프로브 3XL
LOCKING PROXIMAL HUMERUS PLATE(LPHP),근위 상완골 잠금판(LPHP)
PINNACLE LINER,피나클 라이너
ILIAC CREST,장골능선
"CLS EXPANSION UP,UNCEMENTED","CLS 확장, 미사용"
UNIVERSAL TITANIUM PROSTHESIS,범용 티타늄 보철물
BIOLOX HEAD,바이올록스 헤드
ACHILLES TENDON W/BB W/SHEATH,"아킬레스건(BB 포함, 외장 포함)"
BOAZ T CAGE,보아즈 T 케이지
ARISTENT DUODENUM CP,이틀 동안 ARISTEN CP
REXSIL,렉실
FEMORAL HEAD HEMI,대퇴골두 헤미
CEMEX SYSTEM GENTA FAST 40G,세멕스 시스템 젠타 패스트 40G
HEADWAY CATHETER,헤드웨이 카테터
MINIPORT,미니포트
MINI ACCESS KIT,미니 액세스 키트
CORTICAL-CANCELLOUS BONE CHIPS,피질-해소성 뼈 조각
<MULTI-FIX> VPS SCREW,<MULTI-FIX>VPS 나사
DIRECT ABUTMENT EV,다이렉트 어버트먼트 EV
ACUITY PRO GUIDE CATHETER,ACUITY PRO 가이드 카테터
BIO-ROLL 6 NW,바이오롤 6 NW
GENESIS II FEMORAL(TIBIAL) WEDGE,GENESIS II 대퇴골(경골) 웨지
CLEARCUT O KNIFE,클리어컷 오 나이프
CLZQB SCREW,CLZQB 나사
APACERAM,APACERAM
TIBIAL NAIL SET,경골 네일 세트
MAXPORE,맥포어
ETCO2 MICRIOSTREAM CANNULA,ETCO2 마이크로스트림 캐뉼라
SIMPLELINE II SCREW ABUTMENT,SIMPLELINE II 스크류 어버트먼트
NIMBUS PICO PTCA CATHETER,NIMBUS PICO PTCA 카테터
OHTO BIOWEDGE 08,오토 바이오웨지 08
SOLID ABUTMENT [AO],솔리드 어버트먼트 [AO]
SENSURA 2PC BASE PLATE CONVEX,ENSURA 2PC 베이스 플레이트 볼록
COOPDECH ENDOBRONCHIAL BLOCKER TUBE,COOPDEC 기관지 차단제 튜브
"ENDOTRACHEAL TUBE RAE, NASAL","기관내관 RAE, NASA"
DURASPHERE INJECTABLE BULKING AGENT,DURASphere 주사용 증량제
COAXIAL INTRODUCER NEEDLE,동축 소개 바늘
ENDO LUMBAR CAGE,엔도 요추 케이지
REFOBACIN REVISION BONE CEMENT,REFOBACIN 개정 뼈 시멘트
LAP PROTECTOR,무릎 보호대
OXINIUM P/S FEMORAL COMPONENT,OXINIUM P/S 대퇴 구성요소
NIHONKOHDEN TYPE,목표 유형
INZII RETRIEVAL SYSTEMS,INZII 검색 시스템
OPTETRAK TIBIAL INSERT,OPTETRAK 경골 삽입물
MINI ACCESS SHEATH DILATOR,미니 액세스 외장 확장기
ATLAS HF NAIL,아틀라스 HF 네일
EPIC NITINOL VASCULAR STENT SYSTEM,EPIC 니티놀 혈관 스텐트 시스템
TRILOGY ACETABULAR BONE SCREW,TRILOGY 비구 뼈 나사
DUALPOR COLLAGEN INJECTION 10,듀얼포콜라겐주사 10
BESTSOLID ABUTMENT WIDE,베스트솔리드 어버트먼트 와이드
MESH PLATE,메쉬 플레이트
2.7 PLATE,2.7 플레이트
TPN BAG,TPN 가방
STABILIZER HINGE FIXATOR,안정기 힌지 고정 장치
HARTZ RAUM,하르츠 룸
POLYMAX RAPID RESORBABLE FIXATION SYSTEM,POLYMAX 급속 흡수성 고정 시스템
VERSALOK PEEK ANCHOR,VERSALOK PEEK 앵커
HIRES 90K ADVANTAGE,"90,000명의 이익을 고용합니다"
VANTEX CVC DOUBLE,반텍스 CVC 더블
VASCULAR GRAFT INTERGARD HEMABRIDGE,혈관 이식편 인터가드 헤마브리지
DISCOVERY ELBOW SYSTEM,디스커버리 엘보우 시스템
EAGLE LARGE LOCKING COMPRESSION PLATE,EAGLE 대형 잠금 압축판
C&S CANNULATED SCREW,C&amp;S 캐뉼러 스크류
EDEN SPINAL FIXATION SYSTEM II_SCREW,EDEN 척추 고정 시스템 II_SCREW
LINEAGE/TRANSCEND METAL FEMORAL HEAD,리니지/트랜센드 메탈 대퇴골두
JS-1 TOTAL CUP,JS-1 총 컵
MEMORY 5 FR. SOFT WIRE BASKET,메모리 5FR. 소프트 와이어 바스켓
ARROW HEMODIALYSIS GUIDE WIRE,화살표 혈액투석 가이드 와이어
BASIC EXTERNAL FIXATIONS SYSTEMS,기본 외부 고정 시스템
V.A.C GRANUFOAM MEDIUM,VAC 그래누폼 미디엄
SURGISLEEVE WOUND PROTECTOR,SURGISLEEVE 상처 보호기
AKREOS ADAPT,아크레오스 어댑트
HKT PECTUS BAR SYSTEM,HKT 체스트 바 시스템
MINI SP TYPE,미니 SP 타입
NAVISTAR THERMOCOOL SF NAVIGATION & ABLATION  CATHETER,NAVISTAR THERMOCOOL SF 탐색 및 절제 카테터
PORT-A-CATHETER,휴대용 카테터
CLEARCUT L KNIFE,클리어컷 L 나이프
ENDOTAK RELIANCE G 4-SITE LEAD,ENDOTAK RELIANCE G 4개 사이트 리드
DARCO HEADLESS COMPRESSION SCREW,DARCO 헤드리스 압축 나사
HUMAN BONE - HEMI FEMUR CYLINDRICAL BONE SHAFT,인간의 뼈 - 반 대퇴골 원통형 뼈 샤프트
VERISET,피의
ADVANCE COMPRESSION SLEEVES,고급 압축 슬리브
LARGE COMPRESSION PLATE,대형 압축판
ROD CONNECTOR,로드 커넥터
NITI-S ESOPHAGEAL UNCOVERED STENT,NITI-S 식도 노출 스텐트
PREMA PREMOLD SPLINT LONG LEG,PREMA 프리몰드 스플린트 롱 레그
HI-TORQUE COMMAND 18 GUIDE WIRE,하이 토크 명령 18 가이드 와이어
OASYS TRANSVERSE CONNECTOR SET,OASYS 횡방향 커넥터 세트
HEALIX KNOTLESS BR,힐릭스 노틀리스 BR
COLARIS HEMI SHOULDER SYSTEM,COLARIS 헤미 숄더 시스템
HI-TORQUE COMMAND GUIDE WIRES,고토크 명령 가이드 와이어
THERMOGARD DISPERSIVE ELECTRODES,THERMOGARD 분산 전극
CU-CARE-2100,CU-CARE-2100
NATURE SET (R1),네이처 세트(R1)
SOFT SILK INTERFERENCE SCREW,부드러운 실크 간섭 나사
TONUS ARM SLEEVE,토니스 암 슬리브
STAR RF ELECTRODE,스타 RF 전극
FORTREX PTA BALLOON CATHETER,FORTREX PTA 풍선 카테터
APIS 3.5 SMALL T PLATE,APIS 3.5 소형 T 플레이트
SAFEFUSION(FILTER),안전성(필터)
ENDOTRACHEAL TUBE POLAR PREFORMEDSOUTH ORAL CUFFED PROFILE,기관내관 극형 남쪽 구강 커프 프로필
KNOWLES PIN,노울스 핀
RUN THROUGH,허비하다
ROI IMPLANT,ROI 구현
GS GROWING ROD,GS 성장 막대
SUPRAPUBIC CATHETER KIT,치골상 카테터 키트
EXTREMILOCK FPS-WASHER,EXTREMILOCK FPS-WASHER
TERUDERMIS PLAIN,테루데르미스 평원
TRIDENT X3 INSERT,트라이던트 X3 인서트
NESTER EMBOLIZATION MICROCOILS,네스터 색전술 마이크로코일
DEPUY MITEK GⅡ,DEPUY MITEK GⅡ
CG VAC L79,CG VAC L79
CURA PUMF,펌프케어
ALCARE UROSTOMY FLANGE,ALCARE 요루 절제술 플랜지
TMJ FOSSA COMPONENT,TMJ 포사 구성 요소
FIBULA RING,비골 링
5.0MM CORTICAL LOCKING SCREW,5.0MM 피질 잠금 나사
COONRAD/MORREY TOTAL ELBOW,COONRAD/MORREY 총 팔꿈치
VANTEX CVC TRIPLE,반텍스 CVC 트리플
ZERO TIP NITINOL STONE RETRIEVAL BASKETS,제로 팁 니티놀석 회수 바구니
RESOMET™ BIORESORBABLE PIN,RESOMET™ 생체흡수성 핀
DENTIUM ABUTMENT( ANGLED SCREW ABUTMENT ),치아 어버트먼트(각진 스크류 어버트먼트)
DISTAL FEMUR,원위 대퇴골
ASE HANDPORT,ASE 핸드포트
0.035 FIBERED PLATINUM COILS,0.035 섬유질 백금 코일
SG MEGAFIX ROD CONNECTOR,SG MEGAFIX 로드 커넥터
COAXIAL CATHETER PAIR,동축 카테터 쌍
T-PORT LINE WHITH ONE WAY V CONNECTOR,단방향 V 커넥터가 있는 T-포트 라인
SOLE ABUTMENT (SUB),단독 어버트먼트(서브)
DISITAL RADIUS VOLA LOCKING PLATE,원위 반경 VOLA 잠금 플레이트
ULTRASPONGE CRUSHED,울트라스펀지 크러시드
AUTO-FLOW,자동 흐름
CORE PLIF CAGE,코어 PLIF 케이지
TRUEFORM STEERABLE GUIDEWIRE,TRUEFORM 조종 가능한 가이드와이어
DENTIUM FIXTURE,치아 고정 장치
