concept_name,concept_synonym
"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist 50% or more)· nursing 3 grade","인지장애군 ADL 4-20, 의사1(전문의수50%이상)·간호3등급"
"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist 50% or more)· nursing 4 grade","인지장애군 ADL 4-20, 의사1(전문의수50%이상)·간호4등급"
"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist 50% or more)· nursing 6 grade","인지장애군 ADL 4-20, 의사1(전문의수50%이상)·간호6등급"
"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist 50% or more)· nursing 7 grade","인지장애군 ADL 4-20, 의사1(전문의수50%이상)·간호7등급"
"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist 50% or more)· nursing 8 grade","인지장애군 ADL 4-20, 의사1(전문의수50%이상)·간호8등급"
"Cognitive impairment group ADL 4-20, doctor 2· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사2·간호1-5등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 2· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사2·간호6등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 2· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사2·간호7등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist less than 50%)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사1(전문의수50%미만)·간호1-5등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist less than 50%)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사1(전문의수50%미만)·간호6등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist less than 50%)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사1(전문의수50%미만)·간호7등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 3· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사3·간호1-5등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 3· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사3·간호6등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 3· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사3·간호7등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 4· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사4·간호1-5등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 4· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사4·간호6등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 4· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사4·간호7등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 5· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사5·간호1-5등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 5· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사5·간호6등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 5· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사5·간호7등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist 50% or more)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사1(전문의수50%이상)·간호1-5등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist 50% or more)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사1(전문의수50%이상)·간호6등급 환자수대간호사수비18:1초과"
"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist 50% or more)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","인지장애군 ADL 4-20, 의사1(전문의수50%이상)·간호7등급 환자수대간호사수비18:1초과"
"Cognitive impairment group, stay out overnight","인지장애군, 외박"
"Medical care mild ADL 13-20, doctor 2· nursing 5 grade","의료경도 ADL 13-20, 의사2·간호5등급"
"Medical care mild ADL 13-20, doctor 2· nursing 1 grade","의료경도 ADL 13-20, 의사2·간호1등급"
"Medical care mild ADL 13-20, doctor 2· nursing 2 grade","의료경도 ADL 13-20, 의사2·간호2등급"
"Medical care mild ADL 13-20, doctor 2· nursing 3 grade","의료경도 ADL 13-20, 의사2·간호3등급"
"Medical care mild ADL 13-20, doctor 2· nursing 4 grade","의료경도 ADL 13-20, 의사2·간호4등급"
"Medical care mild ADL 13-20, doctor 2· nursing 6 grade","의료경도 ADL 13-20, 의사2·간호6등급"
"Medical care mild ADL 13-20, doctor 2· nursing 7 grade","의료경도 ADL 13-20, 의사2·간호7등급"
"Medical care mild ADL 13-20, doctor 2· nursing 8 grade","의료경도 ADL 13-20, 의사2·간호8등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 5 grade","의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호5등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 1 grade","의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호1등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 2 grade","의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호2등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 3 grade","의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호3등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 4 grade","의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호4등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 6 grade","의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호6등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 7 grade","의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호7등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 8 grade","의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호8등급"
"Medical care mild ADL 13-20, doctor 3· nursing 5 grade","의료경도 ADL 13-20, 의사3·간호5등급"
"Medical care mild ADL 13-20, doctor 3· nursing 1 grade","의료경도 ADL 13-20, 의사3·간호1등급"
"Medical care mild ADL 13-20, doctor 3· nursing 2 grade","의료경도 ADL 13-20, 의사3·간호2등급"
"Medical care mild ADL 13-20, doctor 3· nursing 3 grade","의료경도 ADL 13-20, 의사3·간호3등급"
"Medical care mild ADL 13-20, doctor 3· nursing 4 grade","의료경도 ADL 13-20, 의사3·간호4등급"
"Medical care mild ADL 13-20, doctor 3· nursing 6 grade","의료경도 ADL 13-20, 의사3·간호6등급"
"Medical care mild ADL 13-20, doctor 3· nursing 7 grade","의료경도 ADL 13-20, 의사3·간호7등급"
"Medical care mild ADL 13-20, doctor 3· nursing 8 grade","의료경도 ADL 13-20, 의사3·간호8등급"
"Medical care mild ADL 13-20, doctor 4· nursing 5 grade","의료경도 ADL 13-20, 의사4·간호5등급"
"Medical care mild ADL 13-20, doctor 4· nursing 1 grade","의료경도 ADL 13-20, 의사4·간호1등급"
"Medical care mild ADL 13-20, doctor 4· nursing 2 grade","의료경도 ADL 13-20, 의사4·간호2등급"
"Medical care mild ADL 13-20, doctor 4· nursing 3 grade","의료경도 ADL 13-20, 의사4·간호3등급"
"Medical care mild ADL 13-20, doctor 4· nursing 4 grade","의료경도 ADL 13-20, 의사4·간호4등급"
"Medical care mild ADL 13-20, doctor 4· nursing 6 grade","의료경도 ADL 13-20, 의사4·간호6등급"
"Medical care mild ADL 13-20, doctor 4· nursing 7 grade","의료경도 ADL 13-20, 의사4·간호7등급"
"Medical care mild ADL 13-20, doctor 4· nursing 8 grade","의료경도 ADL 13-20, 의사4·간호8등급"
"Medical care mild ADL 13-20, doctor 5· nursing 5 grade","의료경도 ADL 13-20, 의사5·간호5등급"
"Medical care mild ADL 13-20, doctor 5· nursing 1 grade","의료경도 ADL 13-20, 의사5·간호1등급"
"Medical care mild ADL 13-20, doctor 5· nursing 2 grade","의료경도 ADL 13-20, 의사5·간호2등급"
"Medical care mild ADL 13-20, doctor 5· nursing 3 grade","의료경도 ADL 13-20, 의사5·간호3등급"
"Medical care mild ADL 13-20, doctor 5· nursing 4 grade","의료경도 ADL 13-20, 의사5·간호4등급"
"Medical care mild ADL 13-20, doctor 5· nursing 6 grade","의료경도 ADL 13-20, 의사5·간호6등급"
"Medical care mild ADL 13-20, doctor 5· nursing 7 grade","의료경도 ADL 13-20, 의사5·간호7등급"
"Medical care mild ADL 13-20, doctor 5· nursing 8 grade","의료경도 ADL 13-20, 의사5·간호8등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 5 grade","의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호5등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 1 grade","의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호1등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 2 grade","의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호2등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 3 grade","의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호3등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 4 grade","의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호4등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 6 grade","의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호6등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 7 grade","의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호7등급"
"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 8 grade","의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호8등급"
"Medical care mild ADL 6-12, doctor 2· nursing 5 grade","의료경도 ADL 6-12, 의사2·간호5등급"
"Medical care mild ADL 6-12, doctor 2· nursing 1 grade","의료경도 ADL 6-12, 의사2·간호1등급"
"Medical care mild ADL 6-12, doctor 2· nursing 2 grade","의료경도 ADL 6-12, 의사2·간호2등급"
"Medical care mild ADL 6-12, doctor 2· nursing 3 grade","의료경도 ADL 6-12, 의사2·간호3등급"
"Medical care mild ADL 6-12, doctor 2· nursing 4 grade","의료경도 ADL 6-12, 의사2·간호4등급"
"Medical care mild ADL 6-12, doctor 2· nursing 6 grade","의료경도 ADL 6-12, 의사2·간호6등급"
"Medical care mild ADL 6-12, doctor 2· nursing 7 grade","의료경도 ADL 6-12, 의사2·간호7등급"
"Medical care mild ADL 6-12, doctor 2· nursing 8 grade","의료경도 ADL 6-12, 의사2·간호8등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 5 grade","의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호5등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 1 grade","의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호1등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 2 grade","의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호2등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 3 grade","의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호3등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 4 grade","의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호4등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 6 grade","의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호6등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 7 grade","의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호7등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 8 grade","의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호8등급"
"Medical care mild ADL 6-12, doctor 3· nursing 5 grade","의료경도 ADL 6-12, 의사3·간호5등급"
"Medical care mild ADL 6-12, doctor 3· nursing 1 grade","의료경도 ADL 6-12, 의사3·간호1등급"
"Medical care mild ADL 6-12, doctor 3· nursing 2 grade","의료경도 ADL 6-12, 의사3·간호2등급"
"Medical care mild ADL 6-12, doctor 3· nursing 3 grade","의료경도 ADL 6-12, 의사3·간호3등급"
"Medical care mild ADL 6-12, doctor 3· nursing 4 grade","의료경도 ADL 6-12, 의사3·간호4등급"
"Medical care mild ADL 6-12, doctor 3· nursing 6 grade","의료경도 ADL 6-12, 의사3·간호6등급"
"Medical care mild ADL 6-12, doctor 3· nursing 7 grade","의료경도 ADL 6-12, 의사3·간호7등급"
"Medical care mild ADL 6-12, doctor 3· nursing 8 grade","의료경도 ADL 6-12, 의사3·간호8등급"
"Medical care mild ADL 6-12, doctor 4· nursing 5 grade","의료경도 ADL 6-12, 의사4·간호5등급"
"Medical care mild ADL 6-12, doctor 4· nursing 1 grade","의료경도 ADL 6-12, 의사4·간호1등급"
"Medical care mild ADL 6-12, doctor 4· nursing 2 grade","의료경도 ADL 6-12, 의사4·간호2등급"
"Medical care mild ADL 6-12, doctor 4· nursing 3 grade","의료경도 ADL 6-12, 의사4·간호3등급"
"Medical care mild ADL 6-12, doctor 4· nursing 4 grade","의료경도 ADL 6-12, 의사4·간호4등급"
"Medical care mild ADL 6-12, doctor 4· nursing 6 grade","의료경도 ADL 6-12, 의사4·간호6등급"
"Medical care mild ADL 6-12, doctor 4· nursing 7 grade","의료경도 ADL 6-12, 의사4·간호7등급"
"Medical care mild ADL 6-12, doctor 4· nursing 8 grade","의료경도 ADL 6-12, 의사4·간호8등급"
"Medical care mild ADL 6-12, doctor 5· nursing 5 grade","의료경도 ADL 6-12, 의사5·간호5등급"
"Medical care mild ADL 6-12, doctor 5· nursing 1 grade","의료경도 ADL 6-12, 의사5·간호1등급"
"Medical care mild ADL 6-12, doctor 5· nursing 2 grade","의료경도 ADL 6-12, 의사5·간호2등급"
"Medical care mild ADL 6-12, doctor 5· nursing 3 grade","의료경도 ADL 6-12, 의사5·간호3등급"
"Medical care mild ADL 6-12, doctor 5· nursing 4 grade","의료경도 ADL 6-12, 의사5·간호4등급"
"Medical care mild ADL 6-12, doctor 5· nursing 6 grade","의료경도 ADL 6-12, 의사5·간호6등급"
"Medical care mild ADL 6-12, doctor 5· nursing 7 grade","의료경도 ADL 6-12, 의사5·간호7등급"
"Medical care mild ADL 6-12, doctor 5· nursing 8 grade","의료경도 ADL 6-12, 의사5·간호8등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 5 grade","의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호5등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 1 grade","의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호1등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 2 grade","의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호2등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 3 grade","의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호3등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 4 grade","의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호4등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 6 grade","의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호6등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 7 grade","의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호7등급"
"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 8 grade","의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호8등급"
"Medical care mild ADL 13-20, doctor 2· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사2·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 2· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사2·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 2· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사2·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 3· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사3·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 3· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사3·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 3· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사3·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 4· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사4·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 4· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사4·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 4· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사4·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 5· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사5·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 5· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사5·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 5· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사5·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 2· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사2·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 2· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사2·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 2· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사2·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 3· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사3·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 3· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사3·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 3· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사3·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 4· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사4·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 4· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사4·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 4· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사4·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 5· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사5·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 5· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사5·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 5· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사5·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호1-5등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호6등급 환자수대간호사수비18:1초과"
"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호7등급 환자수대간호사수비18:1초과"
"Medical care mild, stay out overnight","의료경도, 외박"
"Body function decline group ADL 13-20, doctor 2· nursing 5 grade","신체기능저하군 ADL 13-20, 의사2·간호5등급"
"Body function decline group ADL 13-20, doctor 2· nursing 1 grade","신체기능저하군 ADL 13-20, 의사2·간호1등급"
"Body function decline group ADL 13-20, doctor 2· nursing 2 grade","신체기능저하군 ADL 13-20, 의사2·간호2등급"
"Body function decline group ADL 13-20, doctor 2· nursing 3 grade","신체기능저하군 ADL 13-20, 의사2·간호3등급"
"Body function decline group ADL 13-20, doctor 2· nursing 4 grade","신체기능저하군 ADL 13-20, 의사2·간호4등급"
"Body function decline group ADL 13-20, doctor 2· nursing 6 grade","신체기능저하군 ADL 13-20, 의사2·간호6등급"
"Body function decline group ADL 13-20, doctor 2· nursing 7 grade","신체기능저하군 ADL 13-20, 의사2·간호7등급"
"Body function decline group ADL 13-20, doctor 2· nursing 8 grade","신체기능저하군 ADL 13-20, 의사2·간호8등급"
"Body function decline group ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 5 grade","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호5등급"
"Body function decline group ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 1 grade","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호1등급"
"Body function decline group ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 2 grade","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호2등급"
"Body function decline group ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 3 grade","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호3등급"
"Body function decline group ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 4 grade","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호4등급"
"Body function decline group ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 6 grade","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호6등급"
"Body function decline group ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 7 grade","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호7등급"
"Body function decline group ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 8 grade","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호8등급"
"Body function decline group ADL 13-20, doctor 3· nursing 5 grade","신체기능저하군 ADL 13-20, 의사3·간호5등급"
"Body function decline group ADL 13-20, doctor 3· nursing 1 grade","신체기능저하군 ADL 13-20, 의사3·간호1등급"
"Body function decline group ADL 13-20, doctor 3· nursing 2 grade","신체기능저하군 ADL 13-20, 의사3·간호2등급"
"Body function decline group ADL 13-20, doctor 3· nursing 3 grade","신체기능저하군 ADL 13-20, 의사3·간호3등급"
"Body function decline group ADL 13-20, doctor 3· nursing 4 grade","신체기능저하군 ADL 13-20, 의사3·간호4등급"
"Body function decline group ADL 13-20, doctor 3· nursing 6 grade","신체기능저하군 ADL 13-20, 의사3·간호6등급"
"Body function decline group ADL 13-20, doctor 3· nursing 7 grade","신체기능저하군 ADL 13-20, 의사3·간호7등급"
"Body function decline group ADL 13-20, doctor 3· nursing 8 grade","신체기능저하군 ADL 13-20, 의사3·간호8등급"
"Body function decline group ADL 13-20, doctor 4· nursing 5 grade","신체기능저하군 ADL 13-20, 의사4·간호5등급"
"Body function decline group ADL 13-20, doctor 4· nursing 1 grade","신체기능저하군 ADL 13-20, 의사4·간호1등급"
"Body function decline group ADL 13-20, doctor 4· nursing 2 grade","신체기능저하군 ADL 13-20, 의사4·간호2등급"
